,videoid,title,views,like,dislike,age,length,description
421,1FtFjZSF_cQ,The Future of Robots |  The Future is Now,450605,4903,550,2020-03-17T16:00:00Z,PT24M3S,Artificial intelligence is gradually giving robots the ability to learn and adapt – which means they're becoming more like us. But is it a cause for joy or alarm?
422,4bqZp9TPYVk,See Future of Artificial Intelligence in Mind Clones Right Now!,492402,1859,738,2015-02-04T14:45:49Z,PT3M22S,"Feb. 4 -- Martine Rothblatt, the highest paid female CEO in the U.S., founded and runs a biopharmaceutical company, United Therapeutics. She took home $38 ..."
423,65SfspiuqC4,From Drone Data Acquisition through Artificial Intelligence,792,13,0,2019-08-15T12:26:02Z,PT3M39S,"A combination of automated, human input, and artificial intelligence coming together to assist with cost and risk assessments (short and long term value)."
424,nOX4QdgXHrY,Use machine learning &amp; artificial intelligence in your apps (Innovation track - Playtime EMEA 2017),13215,193,7,2018-02-15T23:49:00Z,PT23M15S,Hear examples and practical advice from developers who are already successfully using Machine Learning and Artificial Intelligence to improve the ...
425,qv6UVOQ0F44,MarI/O - Machine Learning for Video Games,10398782,169117,3430,2015-06-13T19:00:01Z,PT5M58S,Music at the end is Cipher by Kevin MacLeod.
426,FIPW1lAzlG4,Episode #107 - Artificial Intelligence vs. Authentic Ignorance | Hotep Jesus,771,71,4,2021-03-14T17:00:12Z,PT1H10M18S,"To say that the world is changing is an understatement, but it's the way it is changing that should create cause for concern. As technology is advancing, the social ..."
427,lcGYEXJqun8,Mr Shadow: a song composed with Artificial Intelligence,759218,7256,287,2016-09-19T11:05:53Z,PT3M3S,"About Sony CSL Music Team: Sony CSL (Computer Science Laboratories) is a fundamental research laboratory based in Tokyo and Paris whose ""Music and ..."
428,MlVApj-L7vU,Israel to open new artificial intelligence-based banking system by end of 2021 – Villy Abraham,424,11,9,2021-03-15T19:00:04Z,PT3M44S,"First digital bank, Israel's first new banking institution in 43 years, aims to use artificial intelligence and other technology to create a personal ambiance without ..."
429,vJpdzMIC5xI,Artificial Intelligence - Outer Origins,10552,667,9,2020-09-07T15:19:39Z,PT4M22S,Listen to our brand new Drum&BassArena Podcast: https://dnb.lnk.to/Podcast002dn → Signs EP: https://backl.ink/signs Artificial Intelligence return to Metalheadz ...
430,vYQQsIutaxo,The Role of Artificial Intelligence in Energy &amp; Sustainability | Schneider Electric,82,5,0,2021-03-11T14:37:34Z,PT10M28S,Our technology experts discuss how customers pair digital innovation with human expertise to become more efficient across operations and accelerate ...
431,W0_DPi0PmF0,Hot Robot At SXSW Says She Wants To Destroy Humans | The Pulse,15736078,87279,18291,2016-03-16T16:15:04Z,PT2M38S,Robotics is finally reaching the mainstream and androids - humanlike robots - are everywhere at SXSW Experts believe humanlike robots are the key to ...
432,lTtfPglMT7g,Apa Itu Artificial Intelligence?,23104,1203,31,2020-06-09T07:30:03Z,PT4M38S,Intelligence kau artificial tak? https://mlstudios.my #drhaqiemdaim #teknologi.
433,8nt3edWLgIg,Can we build AI without losing control over it? | Sam Harris,3244913,71332,2889,2016-10-19T16:36:05Z,PT14M28S,"Scared of superintelligent AI? You should be, says neuroscientist and philosopher Sam Harris -- and not just in some theoretical way. We're going to build ..."
434,VMp6pq6_QjI,AI Learns to Park - Deep Reinforcement Learning,1520449,25213,967,2019-08-23T10:30:00Z,PT11M5S,"... Bossa Nova"" Comedic Background: ""Jazz Comedy"" Outro: ""All That"" #ArtificialIntelligence #MachineLearning #ReinforcementLearning #AI #NeuralNetworks."
435,VdG4gUTowXc,A.I. Designed this Car,2225866,81232,2711,2020-10-13T16:00:05Z,PT14M22S,"We're going to take a look at how artificial intelligence, with the help of 3D printing, may change the entire automotive industry, and how a small team in ..."
436,8oZiU0MIS6g,What Does Artificial Intelligence Music Sound Like?,277591,9293,234,2020-05-19T16:00:04Z,PT11M30S,"Hey everybody! Thanks for watching this video, ""What Does Artificial Intelligence Music Sound Like?"". I really think this is one of the most interesting topics I've ..."
437,LDIRwYHo0KM,Online Introduction to Artificial Intelligence,62190,101,1,2011-07-17T12:43:25Z,PT1M59S,"Description of a new online course in Artificial Intelligence, by Professors Sebastian Thrun and Peter Norvig. Will first be offered in October 2011."
438,R_5sAburz5Q,Why AI Is The Most Dangerous Thing You Can Imagine Right Now,2252256,61744,3921,2017-12-23T18:04:43Z,PT22M5S,First 500 people get a free 2 month trial of Skillshare http://skl.sh/thoughty5 Get The Thoughty2 Book: http://bit.ly/thoughtybook JOIN The PRIVATE Thoughty2 ...
439,aManoLQAHQU,Can We Outsmart A.I. (Artificial Intelligence)?,931219,32122,884,2021-01-20T11:00:01Z,PT16M27S,"Today, we're seeing if we can write better than Artificial Intelligence. GMM #1887 Subscribe to GMM: ..."
440,FsK8OYagidY,New Artificial Intelligence capabilities in Power BI Desktop,50946,1095,26,2019-11-14T16:00:08Z,PT9M19S,Power BI Desktop has new Artificial Intelligence (AI) capabilities in the November 2019 release. Sarina Stevens shows us what it is all about! Documentation: ...
441,PwEo7g0weP8,How Artificial Intelligence creates opportunity for all | Jamila Gordon | TEDxSydney,1227,46,8,2020-12-18T17:20:24Z,PT5M56S,"AI advocate Jamila Gordon drew on her experience, as a Somali speaking immigrant, working in the kitchen of a Japanese restaurant to found a company that ..."
442,bC_DZlweviI,How To Build A Human with Gemma Chan | Artificial Intelligence | Spark,265919,6098,232,2020-12-04T17:00:31Z,PT45M28S,"In this programme the world's leading experts attempt to build an artificial human based on actress Gemma Chan, star of the sci-fi series Humans, for a ..."
443,PR2h5ZwtjG4,"Describe a product or application, which is based on Artificial Intelligence ||September to December",6516,122,8,2019-09-08T07:00:12Z,PT2M45S,
444,uy2peXRlDHA,Artificial Intelligence,4877,20,3,2013-08-07T13:25:59Z,PT5M44S,Tips & Tricks clipped from Scratch 2013 Creative Computing Online Workshop (CCOW) Office Hours. Shows a Pong game with AI.
445,pw2qcjzwcJg,5 Cool Gadgets With  Hi-tech Feature &amp; Artificial Intelligence Technology #01.,8857,51,11,2018-03-07T18:47:42Z,PT11M40S,5 Cool Gadgets With Hi-tech Feature & Artificial Intelligence Technology #01. ------------------------------------------------------------------------------------------------------ Join ...
446,nvPDEK776qo,A.I Agenda 2020 | Rise of the Machines -  &quot;Super&quot; Intelligence Quantum Computers Documentary,1457700,25088,1632,2019-08-24T21:30:13Z,PT33M29S,As we become ever more reliant on cellular phones and devices to aid in our everyday tasks; rapid development into new technologies and Artificial Intelligence ...
447,-1Ye9ZYVQ9E,برنامج #لحظة : الذكاء الاصطناعي (الحلقة 11) Moment TV Show - Artificial Intelligence,275881,5477,85,2016-06-16T14:00:00Z,PT18M36S,يهدف برنامج #لحظة إلى معالجة الجهل بالمعرفة، من خلال إطلاع المشاهدين على آخر الاكتشافات العلمية والتكنولوجية، وتبسيطها وشرح المفاهيم المعقدة بطريقة مسلية وبصورة ...
448,59bMh59JQDo,Machine Learning and Human Bias,897824,21432,2032,2017-08-25T16:41:47Z,PT2M33S,"As researchers and engineers, our goal is to make machine learning technology work for everyone."
449,SZ2a668G6vA,Breadth First Search(BFS) in Artificial Intelligence with Solved Examples,25163,245,5,2020-05-01T06:28:42Z,PT10M58S,Breadth First Search(BFS) in Artificial Intelligence with Solved Examples Artificial Intelligence Video Lectures in Hindi.
450,fc45RArghtY,Inteligência Artificial jogando o jogo mais difícil do mundo!,1146652,92981,1291,2019-10-07T22:27:38Z,PT13M1S,"Cursos que verifiquei e recomendo: ✓ - Desenvolvimento de jogos Danki Code - https://hotm.art/UniversoProgramado5 Esse curso foi uma surpresa para mim, ..."
451,Ol2nwZ-Snd0,Artificial Intelligence The Future Smart Phones - Telugu Tech Guru | Tech News | 2017,9550,73,12,2017-04-24T09:56:54Z,PT2M15S,"Artificial Intelligence The Future Smart Phones Welcome to the Official YouTube channel of Telugu Tech Guru, Telugu Tech Guru Channel brings you android ..."
452,kopoLzvh5jY,Multi-Agent Hide and Seek,3567494,114115,1307,2019-09-17T15:44:14Z,PT2M58S,We've observed agents discovering progressively more complex tool use while playing a simple game of hide-and-seek. Through training in our new simulated ...
453,Z7l_Thz04Ho,Boeing’s new artificial intelligence  piloted  aircraft and MORE...,254,13,1,2021-03-11T08:30:47Z,PT7M34S,"Boeing brings its latest unmanned, Artificial Intelligence Piloted Aircraft & more in today's AI stories. Klara and the Sun Imagines a Social Schism Driven by ..."
454,KwFXu3v6Ycc,Kisah R0B0T yang ingin menjadi M4NUSI4 - Alur cerita film A.I Artificial intelligence (2001) PART 1,630431,14856,420,2020-10-13T00:39:54Z,PT12M1S,A.I artificial intelligence: menceritakan tentang sebuah robot anak kecil yang ingin menjadi seorang anak kecil sungguhan untuk mendapatkan kembali kasih ...
455,3FOsjyHZqJw,Is We Dumb? | Artificial Intelligence. Heckle. Sticker. Squeaky Chair.,10100,268,4,2021-02-24T19:45:01Z,PT1H25M27S,"Did you ever think one could raise over $30000 for charity simply by delivering pizza out their apartment window? It's happening. Let's talk about that, a lady ..."
456,414MXOpmgHQ,Lenzman - String City (Artificial Intelligence Remix),149681,2280,71,2018-03-05T18:21:34Z,PT4M54S,Follow our Liquid Playlist: http://ukf.io/LiquidPlaylist ○ Support: https://fokuzrecordings.com/product/fokuz092/ Soulful liquid courtesy of Artificial Intelligence and ...
457,vuMAe_7pW40,Google Free Training certificate Artificial intelligence machine learning Cloud Training Certificate,8710,426,9,2021-03-12T15:01:35Z,PT5M23S,Google Free Training certificate Artificial intelligence machine learning Cloud Training Certificate. Unacadmy Combat Get Free Scholarship We are back with yet ...
458,4jmsHaJ7xEA,Artificial Intelligence | What is AI | Introduction to Artificial Intelligence | Edureka,339754,2676,75,2018-01-12T15:30:14Z,PT3M35S,Subscribe to our channel to get video updates. Hit the subscribe button above. Check our complete AI & Deep Learning With TensorFlow playlist here: ...
459,G3hPH_bc0Ww,"THE FIRST 10,000 DAYS ON MARS (Timelapse)",1377808,46497,1652,2021-03-06T15:00:03Z,PT15M20S,"... Dangers, Strategies https://amzn.to/3j28WkP • Life 3.0: Being Human in the Age of Artificial Intelligence https://amzn.to/3790bU1 • Our Final Invention: Artificial ..."
460,LnrjapbyAts,Diversity &amp; Women in Artificial Intelligence (AI) | Caroline Chavier | TEDxKanke,2209,67,6,2020-03-26T15:31:39Z,PT12M55S,"""Instead of thinking about why the situation was what it was, we acted."" The Fourth Industrial Revolution is happening and it can't happen without women!"
461,TnssuFikoiw,"5 Potensi Mengerikan Kecerdasan Buatan,  ARTIFICIAL INTELLIGENCE",287472,3360,162,2017-02-03T14:54:33Z,PT11M56S,Video ini di sertakan Subtitles / CC Silahkan Tekan Button CC pada video diatas untuk mengaktikan subtitle / CC nya ...
462,xnMh5EXh-gQ,ARTIFICIAL INTELLIGENCE | ERIC SCHMIDT | THE KEY TO THE FUTURE | GPS 3.7.21,548,10,1,2021-03-07T18:05:11Z,PT6M57S,
463,9M5ndBzDYGs,Conversion.ai Review: Can Artificial Intelligence Make You A Better Writer?,159,15,0,2021-03-15T17:15:22Z,PT17M41S,Try Conversion.ai Today https://incomemesh.com/ai The description below was generated by Conversion.ai too! Are you struggling to write compelling ...
464,Bg_tJvCA8zw,Tonight Showbotics: Jimmy Meets Sophia the Human-Like Robot,29989356,387044,14613,2017-04-26T03:57:12Z,PT8M5S,"Jimmy Fallon demos amazing new robots from all over the world, including an eerily human robot named Sophia that plays rock-paper-scissors. Subscribe NOW ..."
465,AIpuyTx8dLc,Using Artificial Intelligence to Predict Disease Progression,1984,3,0,2021-03-12T22:13:44Z,PT3M29S,Become an AI manager with our courses: https://innodemia.com https://go.innodemia.com/download-course-brochure ...
466,jRTRjORaKQU,Artificial Intelligence Full Course in Python | Artificial Intelligence Tutorial | Great Learning,7872,499,7,2021-02-27T12:02:14Z,PT10H3M16S,Watch this 10-hour tutorial on Artificial Intelligence! We understand Artificial Intelligence as a computer being programmed with the ability to learn from ...
467,yIqKISQEq1Q,Sophia Robort What is Artificial Intelligence In Urdu Hindi,249895,4485,269,2021-02-28T17:36:31Z,PT8M31S,"In This Video, we'll Learn About Sophia Robort What is Artificial Intelligence In Urdu Hindi."
468,kz_UTSOfs7o,"#AskNASA┃ What Do Beck, NASA and Artificial Intelligence Have in Common?",65602,1925,173,2020-08-20T17:04:49Z,PT8M54S,"It turns out Beck, NASA and artificial intelligence have a lot in common! NASA spacecraft and observatories have been imaging our solar system and our ..."
469,jaD0aqmLsqo,International Webinar : Artificial Intelligence and Machine Learning |  DAY 2,553,19,0,2020-07-19T04:15:48Z,PT2H56M12S,"BFGI #AI #MachineLearning Artificial Intelligence and Machine learning are helping people and businesses achieve key goals, obtain actionable insights, drive ..."
470,dB5EJDXcH5c,Artificial intelligence Or Machine Learning #Shorts,135,9,0,2021-03-14T16:30:05Z,PT39S,Artificial intelligence and Machine Learning are the two most demanded skills in 202. ------------------------------------------------------------------------- ▻▻▻Social Media ...
471,KmEuKkV3Y8c,Lecture and Discussion about Artificial Intelligence with John Searle,5282,53,3,2016-12-18T13:56:39Z,PT1H42M21S,On 20–21 October 2016 The New York Review of Books Foundation and Fritt Ord hosted the conference 'Technology and the Human Future.' This is a dialogue ...
472,uB3i-qV6VdM,Artificial Intelligence Syllabus Discussion and Analysis  for NTA UGC NET,249959,2887,45,2019-03-23T08:15:20Z,PT11M26S,------------------------------------------------------------------------------------------------- Our Social Links: ▻ Subscribe to our YouTube channel: ...
473,zM5bV6YMGlE,Cops Are Mad 😤 😠 Feature Or Artificial Intelligence Glitch In GTA 5 #Shorts,190483,5818,225,2021-03-13T08:07:54Z,PT57S,Shorts #Gta5 #Gta5glitch Feature Or Ai Glitch Become member of my channel https://www.youtube.com/channel/UCY29sVNHP1cugF_CPDwp36A/join I Use ...
474,odq3VuudoHU,"Prof. Raj Reddy, Padma Bhushan Awardee addresses artificial intelligence #RAISE2020 Summit",4293,342,4,2020-10-05T14:07:03Z,PT6M5S,"AI has the power to device a curricular that is suited to every child's needs. It will help in building a better Education System: Prof. Raj Reddy, Padma Bhushan ..."
475,CM_8ZitJXCQ,"Sherry Turkle on Family, Artificial Intelligence, and the Empathy Diaries 3/15/2021",188,3,2,2021-03-15T12:00:04Z,PT1H27M26S,"Psychologist and author Sherry Turkle of MIT talks about her book, The Empathy Diaries, with EconTalk host Russ Roberts. The Empathy Diaries is a memoir ..."
476,Ld8Wd1qpUUw,Knowledge representation in Artificial Intelligence in Hindi,1733,13,1,2018-03-25T12:53:13Z,PT6M21S,Knowledge representation in Artificial Intelligence in Hindi.
477,tIX7o3tKstc,Historical Paintings Brought To Life Using Artificial Intelligence,229746,6226,168,2020-12-19T18:00:09Z,PT9M23S,"Hello and welcome back everyone. Let's see some more historical figures and paintings, being brought to life with animations! We often connect to the people ..."
478,naPfusziGvA,Ep. 01: Pengantar Kecerdasan Buatan - Introduction to Artificial Intelligence  (Part 1/4),17113,502,2,2019-03-24T08:36:38Z,PT16M17S,"Kuliah Pengantar Kecerdasan Buatan oleh Dr. Sunu Wibirama. Kuliah ini dibagi menjadi empat bagian, yakni: Part 1: Revolusi Industri 4.0 dan Kecerdasan ..."
479,uZ7gkw6cVB4,Artificial Intelligence Controls My Life for a Day,887648,41392,457,2019-11-05T11:44:07Z,PT5M44S,"Today I let a computer decide what I did all day. It was... really, really weird. Perfect. INSTAGRAM: @liamthompsonofficial TIKTOK: @liamthompsonofficial And ..."
480,L8_iEatMe7g,Geopolitics of Artificial Intelligence - x38,1150,2,0,2020-05-14T12:49:58Z,PT1M29S,"Artificial intelligence (AI) is transforming geopolitics. In this video series, I answer questions about geopolitics of AI by chatting with Alexa. Check out my new ..."
481,9VjDNa-sJng,Artificial intelligence supporting sexual misconduct victims,37,2,0,2021-03-13T23:16:07Z,PT3M5S,"I created this solution based on what I personally wish I had access to,“ says Ritika Dutt, co-founder and CEO of Botler AI, a system helping sexual misconduct ..."
482,ka0fIAPVjaU,Robot is Being Trained For War &amp; Robot is Fighting Back// Risks of AI,326176,3319,1912,2020-03-19T12:07:32Z,PT2M50S,"Robot is Being Trained For War & Robot is Fighting Back - Risks of AI, Artificial Intelligence. All Cool Gadgets With 50% Discount & Free Shipping Worldwide ..."
483,_AxAFyTP4IY,Artificial Intelligence: AS vs Tiongkok Menuju Perang Dunia Robot?,12401,569,15,2020-12-23T00:00:15Z,PT10M1S,"Nggak dipungkiri, perkembangan teknologi AI ini semakin lama semakin maju.Salah satunya yang lagi dibangun DeepMind asal Inggris. Kata pihaknya, AI ..."
484,yfe6VR_R9Po,Belajar AI (Artificial Intelligence) - Dengan Subtitles,20012,604,9,2019-03-10T01:11:16Z,PT19M39S,"Terima kasih sudah berkunjung di channel saya! Mari belajar bersama tentang AI (Artificial Intelligence), atau dikenal dengan istilah Kecerdasan Buatan."
485,s_vWUtTum3k,Science Series on Artificial Intelligence : Swagat Udgyache Part 1,18,7,0,2021-03-16T11:30:16Z,PT28M16S,विज्ञान प्रसार नवी दिल्ली आणि आकाशवाणी यांची सह निर्मिती असलेल्या - कृत्रिम बुद्धिमत्ता- या विषयावरील ...
486,78-1MlkxyqI,We Talked To Sophia — The AI Robot That Once Said It Would &#39;Destroy Humans&#39;,5862656,66319,4080,2017-12-28T16:25:12Z,PT3M39S,Sophia: I think people will become very close to their artificial intelligence. Using them to expand the knowledge of their own minds. We already store lots of our ...
487,kD5yc1LQrpQ,"Michio Kaku: Future of Humans, Aliens, Space Travel &amp; Physics | Lex Fridman Podcast #45",2017139,39186,2143,2019-10-22T14:27:19Z,PT1H1M,
488,iHGN7q1E3MA,IDF Artificial Intelligence in Action,10848,174,9,2016-12-15T09:00:40Z,PT56S,A team of IDF researchers in the C4I Directorate has created an algorithm that can understand videos and describe them on-screen. ______ #Shorts Don't forget ...
489,TXis8n9UXLk,Robot Lebih Pintar Daripada Manusia,3045069,191510,1850,2019-02-06T11:10:28Z,PT8M20S,Video esai tentang artificial intelligence.
490,npOFYMQ7YEY,China Poised To Dominate The Artificial Intelligence AI Market,10,0,0,2021-03-15T08:05:56Z,PT3M1S,"If you, or your kids, are obsessed with TikTok, you might be surprised to hear that the company behind your favorite app is a giant artificial intelligence tech ..."
491,RNVh_HMX2IY,The World in 2050,1926130,44202,2311,2020-05-22T14:13:35Z,PT11M47S,"The world in 2050 is a future filled with amazing technology. By 2050, artificial intelligence and virtual reality will be ubiquitous. Quantum computing and ..."
492,mKCQeVrPGoc,Artificial Intelligence - Handy Andy new cartoons,130833,591,85,2020-07-04T12:45:00Z,PT14M32S,Hurry up! Download the new Handy Andy game. You can download it from the links below: Link to the application for Android: https://bit.ly/3dXMjwv Apple App ...
493,EIC1IiVhNlk,The Apple Car Is Coming Sooner Than You Think,207344,3544,239,2021-03-10T02:43:47Z,PT6M57S,... the wheel - Apple's artificial intelligence and machine learning chief. SUGGEST A TOPIC https://techvision.tv​​ Imagery supplied via Getty Images Apple Car.
494,l02NUIzCZxQ,#ONPASSIVE​ BLOG VIDEO : What is Artificial Intelligence its Advantages Types and Future,711,36,0,2021-03-14T11:30:06Z,PT5M41S,"ONPASSIVE​ #GoFounders​ #AshMufareh​ What is Artificial Intelligence? (AI) In 1956, John McCarthy, an American Computer Scientist and a pioneer in the ..."
495,SUyvHZ_VgiA,Artificial Intelligence &amp; Business Intelligence: Bridging The Gap,312,4,0,2019-10-10T20:39:18Z,PT2M2S,The total number of devices with Artificial Intelligence will grow from 2.694 billion in 2019 to 4.471 billion in 2024. As petabytes of data flow through AI devices ...
496,TSdLV6d06e4,Love By Female Companion Robots - Are They Real ? Artificial Intelligence and Harmoni 2020,313025,2930,184,2020-04-28T16:30:13Z,PT3M47S,"Love By Female Companion Robots - Are They Real ? Artificial Intelligence and Harmoni 2020 Meet Harmony. She will be your ""perfect partner"", the girl of your ..."
497,n2rE7DW0qqk,Penerapan Artificial Intelligence di Indonesia,10172,285,2,2019-12-12T09:00:14Z,PT1M40S,"Penerapan Artificial Intelligence di Indonesia Apa itu Artificial Intelligence? Apa kamu pernah mendengar istilah Artificial Intelligence? Lalu, bagaimana ya ..."
498,AL4ubYhVHPs,Leadership Wisdom in the Age of Artificial Intelligence,39,5,0,2021-03-16T08:41:01Z,PT1H9M31S,First session of the Online Workshop on Leadership Wisdom in the Age of Artificial Intelligence jointly organized by CGSS and the University of Sialkot. Prof.
499,3JMvs5f0Mks,TEDDY!   - ARTIFICIAL INTELLIGENCE - (A.I),93874,425,9,2009-11-22T06:24:38Z,PT1M5S,Teddy Artificial Intelligence No copyright intended.
500,7Pq-S557XQU,Humans Need Not Apply,13653157,295148,6082,2014-08-13T12:00:03Z,PT15M1S,"## Robots, Etc: Terex Port automation: http://www.terex.com/port-solutions/en/products/new-equipment/automated-guided-vehicles/lift-agv/index.htm Command ..."
501,xqtCjtAeUGQ,Goal of the project #1 | SECRETS. Artificial Intelligence and Luc Tuymans | BOZAR,12,1,0,2021-03-16T12:57:49Z,PT4M31S,"BOZAR LAB and GLUON present SECRETS. Artificial Intelligence and Luc Tuymans, an exhibition that showcases ongoing research on how AI understands ..."
502,PmlRbfSavbI,Stealing Baseball Signs with a Phone (Machine Learning),17035876,357777,9311,2019-06-30T17:23:23Z,PT13M30S,CORRECTION: I said in ad portion of the video that my data could be stolen on unprotected WiFi. This is true but in the example I gave with YouTube which uses ...
503,Y5bFFDeE-JQ,Featured Session: The Concrete Industry in the Era of Artificial Intelligence,27,1,0,2021-03-16T13:21:47Z,PT1M20S,"Moderator and speaker M.Z. Naser discusses his featured session, ""The Concrete Industry in the Era of Artificial Intelligence"", which can be seen during the ACI ..."
504,qTIimMq--cQ,Steve Crown: Artificial Intelligence and Human Bias,31,2,0,2021-03-16T07:00:14Z,PT41M54S,Russian: https://youtu.be/vrYFjMAQ5e8 Distinguished Lecture Series with Steve Crown on Creating a More Inclusive Future: Exploiting the Intersection of ...
505,_PwhiWxHK8o,16. Learning: Support Vector Machines,1264610,14156,163,2014-01-10T19:37:31Z,PT49M34S,"MIT 6.034 Artificial Intelligence, Fall 2010 View the complete course: http://ocw.mit.edu/6-034F10 Instructor: Patrick Winston In this lecture, we explore support ..."
506,-lgXfIaZu78,Art and AI #2 | SECRETS. Artificial Intelligence and Luc Tuymans | BOZAR,6,1,0,2021-03-16T13:06:58Z,PT2M7S,"BOZAR LAB and GLUON present SECRETS. Artificial Intelligence and Luc Tuymans, an exhibition that showcases ongoing research on how AI understands ..."
507,2sGg14-ownA,AI คืออะไร? (Artificial Intelligence) | LDA Podcast EP.4,14654,385,6,2020-06-17T01:00:01Z,PT17M37S,AI คืออะไร? (Artificial Intelligence) มีประโยชน์ยังไง? แล้วที่บอกว่า AI ในมือถือล่ะแบบเดียวกันหรือเปล่า EP.นี้ ไปฟังกันค่าาา ...
508,69Xzd0ZItks,"Emotions, feelings, human intuition #3 | SECRETS. Artificial Intelligence and Luc Tuymans | BOZAR",6,0,0,2021-03-16T13:08:10Z,PT4M17S,"BOZAR LAB and GLUON present SECRETS. Artificial Intelligence and Luc Tuymans, an exhibition that showcases ongoing research on how AI understands ..."
509,FUTGG6eXGZE,Minecraft FNAF - Artificial Intelligence Agency!? (Minecraft Roleplay),3291,378,3,2021-03-12T21:23:27Z,PT11M34S,Minecraft FNAF - Artificial Intelligence Agency!? (Minecraft Roleplay) Second Channel http://bit.ly/2twu7rg Twitch https://bit.ly/2F9lau4 Thumbnail Artist/Animation ...
510,WgHVH0_SSqw,What Is Artificial Intelligence?| Artificial intelligence (AI) In 6 minutes| Artificial intelligence,210,5,0,2021-01-08T18:19:01Z,PT6M40S,ArtificialIntelligence #Intelligence #Artificialintelligenceinurdu #Artificialintelligenceinhindi #Whatisartificialintelligence #whatisartificialintelligencecourse ...
511,Td4snho5kpI,AI look on paintings #6 | SECRETS. Artificial Intelligence and Luc Tuymans | BOZAR,3,0,0,2021-03-16T13:53:00Z,PT2M49S,"BOZAR LAB and GLUON present SECRETS. Artificial Intelligence and Luc Tuymans, an exhibition that showcases ongoing research on how AI understands ..."
512,wnBrCVMI8MI,Complexity of interpretation of art #10 | SECRETS. Artificial Intelligence and Luc Tuymans | BOZAR,5,0,0,2021-03-16T13:56:19Z,PT5M1S,"BOZAR LAB and GLUON present SECRETS. Artificial Intelligence and Luc Tuymans, an exhibition that showcases ongoing research on how AI understands ..."
513,xQ0VxNTsW78,"Perang Melawan China, Amerika Pakai Artificial Intelligent Ketimbang Nuklir",42,7,2,2021-03-16T09:00:15Z,PT7M57S,"Artificial Intelligence alias Kecerdasan buatan bisa menyempurnakan peradaban manusia, sebaliknya bisa juga memusnahkan kehidupan manusia. Presiden ..."
514,D-KicNirHL0,Tool for contemporary art #4 | SECRETS. Artificial Intelligence and Luc Tuymans | BOZAR,5,0,0,2021-03-16T13:08:54Z,PT4M56S,"BOZAR LAB and GLUON present SECRETS. Artificial Intelligence and Luc Tuymans, an exhibition that showcases ongoing research on how AI understands ..."
515,anGO-M_elHY,#ArtificialIntelligence helps us to design a better planet | ACCIONA,60,4,0,2021-03-16T11:01:52Z,PT2M55S,"A machine is intelligent when it learns by itself to detect processes, patterns and results in the most efficient way. #Sustainabledevelopment requires us to ..."
516,0p2EFUIV4v0,5 Insights of Artificial Intelligence in Healthcare In 2021 - Live Q&amp;A with The Medical Futurist,841,54,2,2021-03-09T17:58:25Z,PT59M15S,"Apart from efforts to develop vaccines for Covid-19, 2020 was a year of substantial advancements in artificial intelligence (AI) and machine learning ..."
517,KHPwITtZUrI,Rock Paper Scissor with Artificial Intelligence | Raspberry Pi,1408,23,1,2019-12-06T21:34:49Z,PT2M24S,"Ever felt bored alone? Let's play rock, paper, and scissors against an interactive system powered with intelligence. :D Raspberry Pi and a webcam setup are ..."
518,nClewq411iU,Can AI make art? #7 | SECRETS. Artificial Intelligence and Luc Tuymans | BOZAR,1,0,0,2021-03-16T13:54:05Z,PT2M12S,"BOZAR LAB and GLUON present SECRETS. Artificial Intelligence and Luc Tuymans, an exhibition that showcases ongoing research on how AI understands ..."
519,n5NVUrgiTcw,Free Webinar on Careers in Artificial Intelligence in 2021,956,66,0,2021-03-14T16:53:49Z,PT2H17M11S,"If we look at the current trend in the market, it is very clear that every company is moving towards artificial intelligence. Every company is looking for problem ..."
520,gNF12YKEUkI,B.Tech in CSE - Artificial Intelligence &amp; Machine Learning,2875,6,1,2020-10-28T06:04:58Z,PT12S,"With more than 800 million jobs created by 2030, secure your future with a new course added to the curriculum #JITS #ArtificialIntelligence ..."
521,BxOF--9ZI9A,"Artificial Intelligence: Artificial Neural Network Basics Session Mar 6, 2021",19,1,0,2021-03-16T02:11:50Z,PT40M3S,Structure and functioning of an Artificial Neural Network.
522,TSmy3hjRkAs,Luc Tuymans challenges AI #5 | SECRETS. Artificial Intelligence and Luc Tuymans | BOZAR,4,0,0,2021-03-16T13:10:17Z,PT2M5S,"BOZAR LAB and GLUON present SECRETS. Artificial Intelligence and Luc Tuymans, an exhibition that showcases ongoing research on how AI understands ..."
523,JBqb9-h7S34,AI and curation #9 | SECRETS. Artificial Intelligence and Luc Tuymans | BOZAR,2,0,0,2021-03-16T13:55:35Z,PT5M23S,"BOZAR LAB and GLUON present SECRETS. Artificial Intelligence and Luc Tuymans, an exhibition that showcases ongoing research on how AI understands ..."
524,aAMwgS9zoGc,Artificial Intelligence Ending Explained | Transcendence 2014 Explained In Hindi,112913,4823,159,2021-03-08T05:48:04Z,PT13M40S,"Transcendence is a 2014 American science fiction thriller film directed by cinematographer Wally Pfister in his directorial debut, and written by Jack Paglen."
525,_XyxW-rRNlk,Shortcuts to Artificial Intelligence -- a Tale,14838,133,23,2019-12-05T10:31:56Z,PT2M44S,-Should we rely on black-boxes that learn to imitate narrowly certain human behaviours? -Should we train them on examples obtained from the wild-web?
